485,New MRR kpi Quarter This vs Last,KPI,"{""type"":""kpi"",""title"":""New MRR"",""period"":""Quarter"",""comparison"":""This vs Last"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""QUARTER AND YEAR""}],""filters"":[],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""goals"":true,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
486,New MRR KPI Quarter This vs Last (QTD),KPI,"{""type"":""kpi"",""title"":""New MRR"",""period"":""Quarter"",""comparison"":""This vs Last (QTD)"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""QUARTER AND YEAR""}],""filters"":[""extract('month' from now()) - (extract('Quarter' from now())-1)*3 > extract('month' from \""Modified At\"") - (extract('Quarter' from \""Modified At\"")-1)*3 or((extract('month' from now()) - (extract('Quarter' from now())-1)*3=extract('month' from \""Modified At\"") - (extract('Quarter' from \""Modified At\"")-1)*3) and extract('day' from now())>=extract('day' from \""Modified At\""))""],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
487,New MRR KPI Quarter Last vs One Before,KPI,"{""type"":""kpi"",""title"":""New MRR"",""period"":""Quarter"",""comparison"":""Last vs One Before"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""QUARTER AND YEAR""}],""filters"":[""QuarterYear(\""Subscription Date\"")<>QuarterYear(now())""],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
488,New MRR KPI Year This vs Last,KPI,"{""type"":""kpi"",""title"":""New MRR"",""period"":""Year"",""comparison"":""This vs Last"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""YEAR""}],""filters"":[],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
489,New MRR KPI Year This vs Last (YTD),KPI,"{""type"":""kpi"",""title"":""New MRR"",""period"":""Year"",""comparison"":""This vs Last (YTD)"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""YEAR""}],""filters"":[""extract('month' from now())< extract('month' from \""Modified At\"") or (extract('month' from now())=extract('month' from \""Modified At\"") and extract('day' from now())>=extract('day' from \""Modified At\""))""],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
490,New MRR KPI Year Last vs One Before,KPI,"{""type"":""kpi"",""title"":""New MRR"",""period"":""Year"",""comparison"":""Last vs One Before"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""YEAR""}],""filters"":[""Year(now())<>Year(\""Subscription Date\"")""],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
491,New MRR Chart Day,CHART,"{""type"":""chart"",""title"":""New MRR"",""period"":""Day"",""comparison"":"""",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""DATE""}],""filters"":[],""tl"":[]}],""sub_type"":""spline"",""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
492,New MRR Chart Week,CHART,"{""type"":""chart"",""title"":""New MRR"",""period"":""Week"",""comparison"":"""",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""WEEK AND YEAR""}],""filters"":[],""tl"":[]}],""sub_type"":""spline"",""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
493,New MRR chart Month,CHART,"{""type"":""chart"",""title"":""New MRR"",""period"":""Month"",""comparison"":"""",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""MONTH AND YEAR""}],""filters"":[],""tl"":[]}],""sub_type"":""spline"",""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""goals"":true,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
494,New MRR chart Quarter,CHART,"{""type"":""chart"",""title"":""New MRR"",""period"":""Quarter"",""comparison"":"""",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""QUARTER AND YEAR""}],""filters"":[],""tl"":[]}],""sub_type"":""spline"",""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""goals"":true,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
495,New MRR Chart Year,CHART,"{""type"":""chart"",""title"":""New MRR"",""period"":""Year"",""comparison"":"""",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""NEW""}],""attributes"":[{""name"":""YEAR""}],""filters"":[],""tl"":[]}],""sub_type"":""spline"",""exclude_global_filters"":false,""tags"":""Revenue"",""score"":57000,""prev_tags"":""Revenue""}",Brand new monthly recurring revenue earned from new subscriptions acquired during the period.,"New MRR is the brand new monthly recurring revenue earned from new subscriptions acquired during the period. If 5 new subscriptions are added with a total of $800 as revenues from them, then $800 is the New MRR for the month.",57000,MRR
496,Expansion MRR KPI Day This vs Last,KPI,"{""type"":""kpi"",""title"":""Expansion MRR"",""period"":""Day"",""comparison"":""This vs Last"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""MRR EXPANSION""}],""attributes"":[{""name"":""DATE""}],""filters"":[],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":99000,""prev_tags"":""Revenue""}",Addition to monthly recurring revenue from existing subscriptions,MRR Expansion is the addition to monthly recurring revenue from existing subscriptions which are upgraded or moved from free to paid plans. It also includes additional products or services bought with the existing subscriptions (MRR Expansion = Upgrades + Free to Paid MRR + Reactivations),99000,MRR
497,Expansion MRR KPI Day Last vs One Before,KPI,"{""type"":""kpi"",""title"":""Expansion MRR"",""period"":""Day"",""comparison"":""Last vs One Before"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""MRR EXPANSION""}],""attributes"":[{""name"":""DATE""}],""filters"":[""DATE(now())<>DATE(\""Modified At\"")""],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":99000,""prev_tags"":""Revenue""}",Addition to monthly recurring revenue from existing subscriptions,MRR Expansion is the addition to monthly recurring revenue from existing subscriptions which are upgraded or moved from free to paid plans. It also includes additional products or services bought with the existing subscriptions (MRR Expansion = Upgrades + Free to Paid MRR + Reactivations),99000,MRR
498,Expansion MRR kpi Week This vs Last,KPI,"{""type"":""kpi"",""title"":""Expansion MRR"",""period"":""Week"",""comparison"":""This vs Last"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""MRR EXPANSION""}],""attributes"":[{""name"":""WEEK AND YEAR""}],""filters"":[],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":99000,""prev_tags"":""Revenue""}",Addition to monthly recurring revenue from existing subscriptions,MRR Expansion is the addition to monthly recurring revenue from existing subscriptions which are upgraded or moved from free to paid plans. It also includes additional products or services bought with the existing subscriptions (MRR Expansion = Upgrades + Free to Paid MRR + Reactivations),99000,MRR
499,Expansion MRR KPI Week This vs Last (WTD),KPI,"{""type"":""kpi"",""title"":""Expansion MRR"",""period"":""Week"",""comparison"":""This vs Last (WTD)"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""MRR EXPANSION""}],""attributes"":[{""name"":""WEEK AND YEAR""}],""filters"":[""extract('dow' from now()) >= extract('dow' from \""Modified At\"")""],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":99000,""prev_tags"":""Revenue""}",Addition to monthly recurring revenue from existing subscriptions,MRR Expansion is the addition to monthly recurring revenue from existing subscriptions which are upgraded or moved from free to paid plans. It also includes additional products or services bought with the existing subscriptions (MRR Expansion = Upgrades + Free to Paid MRR + Reactivations),99000,MRR
500,Expansion MRR KPI Week Last vs One Before,KPI,"{""type"":""kpi"",""title"":""Expansion MRR"",""period"":""Week"",""comparison"":""Last vs One Before"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""MRR EXPANSION""}],""attributes"":[{""name"":""WEEK AND YEAR""}],""filters"":[""WeekYear(\""Subscription Date\"")<>WeekYear(now())""],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":99000,""prev_tags"":""Revenue""}",Addition to monthly recurring revenue from existing subscriptions,MRR Expansion is the addition to monthly recurring revenue from existing subscriptions which are upgraded or moved from free to paid plans. It also includes additional products or services bought with the existing subscriptions (MRR Expansion = Upgrades + Free to Paid MRR + Reactivations),99000,MRR
501,Expansion MRR KPI Month This vs Last,KPI,"{""type"":""kpi"",""title"":""Expansion MRR"",""period"":""Month"",""comparison"":""This vs Last"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""MRR EXPANSION""}],""attributes"":[{""name"":""MONTH AND YEAR""}],""filters"":[],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":99000,""prev_tags"":""Revenue""}",Addition to monthly recurring revenue from existing subscriptions,MRR Expansion is the addition to monthly recurring revenue from existing subscriptions which are upgraded or moved from free to paid plans. It also includes additional products or services bought with the existing subscriptions (MRR Expansion = Upgrades + Free to Paid MRR + Reactivations),99000,MRR
502,Expansion MRR KPI Month This vs Last (MTD),KPI,"{""type"":""kpi"",""title"":""Expansion MRR"",""period"":""Month"",""comparison"":""This vs Last (MTD)"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""MRR EXPANSION""}],""attributes"":[{""name"":""MONTH AND YEAR""}],""filters"":[""extract('day' from now()) >= extract('day' from \""Modified At\"")""],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":99000,""prev_tags"":""Revenue""}",Addition to monthly recurring revenue from existing subscriptions,MRR Expansion is the addition to monthly recurring revenue from existing subscriptions which are upgraded or moved from free to paid plans. It also includes additional products or services bought with the existing subscriptions (MRR Expansion = Upgrades + Free to Paid MRR + Reactivations),99000,MRR
503,Expansion MRR KPI Month Last vs One Before,KPI,"{""type"":""kpi"",""title"":""Expansion MRR"",""period"":""Month"",""comparison"":""Last vs One Before"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""MRR EXPANSION""}],""attributes"":[{""name"":""MONTH AND YEAR""}],""filters"":[""MonthYear(\""Subscription Date\"")<>MonthYear(now())""],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":99000,""prev_tags"":""Revenue""}",Addition to monthly recurring revenue from existing subscriptions,MRR Expansion is the addition to monthly recurring revenue from existing subscriptions which are upgraded or moved from free to paid plans. It also includes additional products or services bought with the existing subscriptions (MRR Expansion = Upgrades + Free to Paid MRR + Reactivations),99000,MRR
504,Expansion MRR kpi Rolling 30 days This vs Last,KPI,"{""type"":""kpi"",""title"":""Expansion MRR"",""period"":""Rolling 30 days"",""comparison"":""This vs Last"",""vud"":[""Subscription ID"",""Company Name"",""Email"",""Active For (Days)"",""Current Plan"",""Curren MRR"",""MRR Impact"",""MRR Status"",""MRR Sub Status"",""Currency"",""Created At"",""Activated At"",""Customer ID"",""Last Name"",""First Name"",""Last Name""],""query"":[{""measures"":[{""name"":""MRR EXPANSION""}],""attributes"":[{""name"":""ROLLING 30 DAYS""}],""filters"":[],""tl"":[]}],""exclude_global_filters"":false,""tags"":""Revenue"",""score"":99000,""prev_tags"":""Revenue""}",Addition to monthly recurring revenue from existing subscriptions,MRR Expansion is the addition to monthly recurring revenue from existing subscriptions which are upgraded or moved from free to paid plans. It also includes additional products or services bought with the existing subscriptions (MRR Expansion = Upgrades + Free to Paid MRR + Reactivations),99000,MRR
