25,ATTRIBUTE,ACTIVATED DAY,"DAY(""Activated At"")",DATE,{},2018-05-24 14:00:14.0
26,ATTRIBUTE,ACTIVATED DATE,"Date(""Activated At"")",DATE,{},2018-05-24 14:00:14.0
27,ATTRIBUTE,ACTIVATED WEEKDAY,"WEEKDAY(""Activated At"")",DATE,{},2018-05-24 14:00:14.0
28,ATTRIBUTE,ACTIVATED WEEK,"WEEK(""Activated At"")",DATE,{},2018-05-24 14:00:14.0
29,ATTRIBUTE,ACTIVATED WEEKYEAR,"WEEKYEAR(""Activated At"")",DATE,{},2018-05-24 14:00:14.0
30,ATTRIBUTE,ACTIVATED ISO WEEK AND YEAR,"ISOWEEKYEAR(""Activated At"")",DATE,"{""display_name"":""Activated Week and Year (ISO Format)""}",2018-05-24 14:00:14.0
31,ATTRIBUTE,ACTIVATED MONTH,"MONTH(""Activated At"")",DATE,{},2018-05-24 14:00:14.0
32,ATTRIBUTE,ACTIVATED MONTH AND YEAR,"MonthYear(""Activated At"")",DATE,"{""display_name"":""Activated Month and Year""}",2018-05-24 14:00:14.0
33,ATTRIBUTE,ACTIVATED QUARTER,"QUARTER(""Activated At"")",DATE,{},2018-05-24 14:00:14.0
34,ATTRIBUTE,ACTIVATED QUARTER AND YEAR,"QUARTERYEAR(""Activated At"")",DATE,{},2018-05-24 14:00:14.0
35,ATTRIBUTE,ACTIVATED YEAR,"Year(""Activated At"")",DATE,{},2018-05-24 14:00:14.0
36,ATTRIBUTE,DAY OF CREATED AT,"DAY(""Created At"")",DATE,"{""display_name"":""Created Day of the Month""}",2018-05-24 14:00:14.0
37,ATTRIBUTE,DATE OF CREATED AT,"Date(""Created At"")",DATE,"{""format"":""dd MMM YYYY"",""display_name"":""Created Date""}",2018-05-24 14:00:14.0
38,ATTRIBUTE,WEEKDAY OF CREATED AT,"WEEKDAY(""Created At"")",DATE,"{""display_name"":""Created Day""}",2018-05-24 14:00:14.0
39,ATTRIBUTE,WEEK OF CREATED AT,"WEEK(""Created At"")",DATE,"{""display_name"":""Created Week""}",2018-05-24 14:00:14.0
40,ATTRIBUTE,WEEK AND YEAR OF CREATED AT,"WEEKYEAR(""Created At"")",DATE,"{""format"":""'W'W MMM YYYY"",""display_name"":""Starting Date of Created Week""}",2018-05-24 14:00:14.0
41,ATTRIBUTE,MONTH OF CREATED AT,"MONTH(""Created At"")",DATE,"{""display_name"":""Created Month""}",2018-05-24 14:00:14.0
42,ATTRIBUTE,MONTH AND YEAR OF CREATED AT,"MonthYear(""Created At"")",DATE,"{""format"":""MMM YYYY"",""display_name"":""Created Month and Year""}",2018-05-24 14:00:14.0
43,ATTRIBUTE,QUARTER OF CREATED AT,"QUARTER(""Created At"")",DATE,"{""display_name"":""Created Quarter""}",2018-05-24 14:00:14.0
44,ATTRIBUTE,QUARTER AND YEAR OF CREATED AT,"QUARTERYEAR(""Created At"")",DATE,"{""format"":""'Q'q YYYY""}",2018-05-24 14:00:14.0
45,ATTRIBUTE,YEAR OF CREATED AT,"Year(""Created At"")",DATE,"{""format"":""YYYY"",""display_name"":""Created Year""}",2018-05-24 14:00:14.0
46,ATTRIBUTE,DAY OF ACTIVATED AT,"DAY(""Activated At"")",DATE,"{""display_name"":""Activated Day of the Month""}",2018-05-24 14:00:14.0
47,ATTRIBUTE,DATE OF ACTIVATED AT,"Date(""Activated At"")",DATE,"{""format"":""dd MMM YYYY"",""display_name"":""Activated Date"",""vud"":""DATE OF ACTIVATED AT""}",2019-02-21 09:19:40.0
48,ATTRIBUTE,WEEKDAY OF ACTIVATED AT,"WEEKDAY(""Activated At"")",DATE,"{""display_name"":""Activated Day""}",2018-05-24 14:00:14.0
49,ATTRIBUTE,WEEK OF ACTIVATED AT,"WEEK(""Activated At"")",DATE,"{""display_name"":""Activated Week""}",2018-05-24 14:00:14.0
50,ATTRIBUTE,WEEK AND YEAR OF ACTIVATED AT,"WEEKYEAR(""Activated At"")",DATE,"{""format"":""'W'W MMM YYYY"",""display_name"":""Starting Date of Activated Week""}",2018-05-24 14:00:14.0
51,ATTRIBUTE,MONTH OF ACTIVATED AT,"MONTH(""Activated At"")",DATE,"{""display_name"":""Activated Month""}",2018-05-24 14:00:14.0
52,ATTRIBUTE,MONTH AND YEAR OF ACTIVATED AT,"MonthYear(""Activated At"")",DATE,"{""format"":""MMM YYYY"",""display_name"":""Activated Month and Year""}",2018-05-24 14:00:14.0
53,ATTRIBUTE,QUARTER OF ACTIVATED AT,"QUARTER(""Activated At"")",DATE,"{""display_name"":""Activated Quarter""}",2018-05-24 14:00:14.0
54,ATTRIBUTE,QUARTER AND YEAR OF ACTIVATED AT,"QUARTERYEAR(""Activated At"")",DATE,"{""format"":""'Q'q YYYY"",""display_name"":""Activated Quarter and Year""}",2018-05-24 14:00:14.0
55,ATTRIBUTE,YEAR OF ACTIVATED AT,"Year(""Activated At"")",DATE,"{""format"":""YYYY"",""display_name"":""Activated Year""}",2018-05-24 14:00:14.0
56,ATTRIBUTE,ACTIVE FOR,"CASE WHEN ""Current Status"" = 'CANCELLED' THEN (DATE_PART('day',""Cancelled At"" - ""Activated At"")) ELSE (DATE_PART('day',now() - ""Activated At"")) END",NUMBER,"{""vud"":""Active For (Days)"",""display_name"":""Active For (days)"",""si_units"":""none""}",2018-07-31 06:58:36.0
57,ATTRIBUTE,ACTIVE MONTHS,"concat('MONTH ',date_part('month',age(now(),""Activated At"")))",TEXT,"{""display_name"":""Active Months""}",2018-05-24 14:00:14.0
58,ATTRIBUTE,METERED CHARGES,"""InvoiceLineItems"".""Amount"" - ""InvoiceLineItems"".""Discount Amount""",CURRENCY,"{""vud"":""Metered Charges"",""display_name"":""Metered Charges""}",2018-11-01 11:37:35.0
59,ATTRIBUTE,PREVIOUS PRODUCT,"""Prev Product ID""",TEXT,"{""vud"":""Prev Product"",""display_name"":""Previous Plan""}",2018-05-24 14:00:14.0
60,ATTRIBUTE,CURRENT PRODUCT,"""Primary Product ID""",TEXT,"{""display_name"":""Current Plan"",""vud"":""Current Product""}",2018-11-30 12:03:37.0
61,ATTRIBUTE,CANCELLED WITHIN,"CASE WHEN ""MRR SUB status"" IN('CANCEL_FROM_PAID','CANCEL_FROM_FREE','CANCEL_FROM_UNKNOWN') THEN CASE WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=7 THEN 'Cancelled within 7 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=30 THEN 'Cancelled between 8 to 30 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=90 THEN 'Cancelled between 31 to 90 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=120 THEN 'Cancelled between 91 to 120 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=180 THEN 'Cancelled between 121 to 180 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=365 THEN 'Cancelled between 181 to 365 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=730 THEN 'Cancelled between 1 to 2 years' ELSE 'Cancelled after 2 years' END ELSE NULL END",TEXT,"{""display_name"":""Cancelled Within (based on Activated Date)"",""custom_sort"":""['Cancelled within 7 days','Cancelled between 8 to 30 days','Cancelled between 31 to 90 days','Cancelled between 91 to 120 days','Cancelled between 121 to 180 days','Cancelled between 181 to 365 days','Cancelled between 1 to 2 years','Cancelled after 2 years']"",""vud"":""CANCELLED WITHIN""}",2019-02-21 09:59:33.0
62,ATTRIBUTE,CANCELLED WITHIN DAYS,"CASE WHEN ""MRR SUB status"" IN('CANCEL_FROM_PAID','CANCEL_FROM_FREE','CANCEL_FROM_UNKNOWN') THEN CASE WHEN TRUNC(DATE_PART('day',DATE(""Modified At"") - ""Activated At""))<=7 THEN 'CANCELLED WITHIN 7 DAYS' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=30 THEN 'CANCELLED WITHIN 30 DAYS' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=90 THEN 'CANCELLED WITHIN 90 DAYS' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=120 THEN 'CANCELLED WITHIN 120 DAYS' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=180 THEN 'CANCELLED WITHIN 180 DAYS' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=365 THEN 'CANCELLED WITHIN 365 DAYS' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Activated At""))<=730 THEN 'CANCELLED WITHIN 1 TO 2 YEARS' ELSE 'CANCELLED AFTER 2 YEARS' END ELSE NULL END",TEXT,{},2018-05-24 14:00:14.0
63,ATTRIBUTE,CANCELLED WITHIN CREATED AT,"CASE WHEN ""MRR SUB status"" IN('CANCEL_FROM_PAID','CANCEL_FROM_FREE','CANCEL_FROM_UNKNOWN') THEN CASE WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Created At""))<=7 THEN 'Cancelled within 7 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Created At""))<=30 THEN 'Cancelled between 8 to 30 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Created At""))<=90 THEN 'Cancelled between 31 to 90 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Created At""))<=120 THEN 'Cancelled between 91 to 120 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Created At""))<=180 THEN 'Cancelled between 121 to 180 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Created At""))<=365 THEN 'Cancelled between 181 to 365 days' WHEN TRUNC(DATE_PART('day',""Modified At"" - ""Created At""))<=730 THEN 'Cancelled between 1 to 2 years' ELSE 'Cancelled after 2 years' END ELSE NULL END",TEXT,"{""display_name"":""Cancelled Within (based on Created Date)"",""custom_sort"":""['Cancelled within 7 days','Cancelled between 8 to 30 days','Cancelled between 31 to 90 days','Cancelled between 91 to 120 days','Cancelled between 121 to 180 days','Cancelled between 181 to 365 days','Cancelled between 1 to 2 years','Cancelled after 2 years']""}",2018-05-24 14:00:14.0
64,ATTRIBUTE,ROLLING 30 DAYS,"ROLLING(DATE(""Subscription Date""))",DATE,"{""display_name"":""Date""}",2018-05-24 14:00:14.0
65,ATTRIBUTE,ROLLING 30 DAYS CREATED AT,"ROLLING(DATE(""Created At""))",DATE,"{""display_name"":""Rolling 30 Days (based on Created Date)""}",2018-05-24 14:00:14.0
66,ATTRIBUTE,ROLLING 30 DAYS ACTIVATED AT,"ROLLING(DATE(""Activated At""))",DATE,"{""display_name"":""Rolling 30 Days (based on Activated Date)""}",2018-05-24 14:00:14.0
67,ATTRIBUTE,RELATIVE MONTH,"Concat('M ',1+DATE_PART('month',age(MonthYear(""Subscription Date""),MONTHYEAR(""Activated At""))))",TEXT,"{""display_name"":""Month (relative)""}",2018-05-24 14:00:14.0
68,ATTRIBUTE,Subscriptions Id,"""subscriptions"".""ID""",TEXT,"{""resource"":""Subscriptions"",""filter"":""ID"",""vud"":""Subscription ID""}",2018-06-14 06:45:29.0
69,ATTRIBUTE,Subscriptions Currency,"""Subscriptions"".""Subscription Currency""",TEXT,"{""resource"":""Subscriptions"",""filter"":""Currency"",""vud"":""Currency""}",2018-11-13 12:59:53.0
70,ATTRIBUTE,Subscriptions Subscription Status,"""subscriptions"".""Subscription Status""",TEXT,"{""resource"":""Subscriptions"",""vud"":""Subscription Status""}",2018-09-05 13:54:39.0
71,ATTRIBUTE,Subscriptions Created At,"""subscriptions"".""Created At""",DATE,"{""resource"":""Subscriptions"",""filter"":""Created at"",""vud"":""Created at""}",2018-06-14 06:50:36.0
72,ATTRIBUTE,Subscriptions Activated At,"""subscriptions"".""Activated At""",DATE,"{""resource"":""Subscriptions"",""filter"":""Activated at"",""vud"":""Activated at""}",2018-06-14 06:50:54.0
73,ATTRIBUTE,Subscription Plan Quantity,"""subscriptions"".""Current Plan Qty""",NUMBER,"{""vud"":""Subscription Plan Quantity""}",2018-08-20 09:39:40.0
74,ATTRIBUTE,Subscriptions Remaining Billing Cycles,"""subscriptions"".""Remaining Billing Cycles""",NUMBER,"{""resource"":""Subscriptions"",""filter"":""Remaining Billing Cycles""}",2018-05-24 14:00:14.0
75,ATTRIBUTE,Subscriptions Auto Collection,"""subscriptions"".""Auto Collection""",TEXT,"{""resource"":""Subscriptions"",""filter"":""Auto Collection""}",2018-05-24 14:00:14.0
76,ATTRIBUTE,Subscriptions Total Dues,"""subscriptions"".""Total Dues""",NUMBER,"{""resource"":""Subscriptions"",""filter"":""Total Dues""}",2018-05-24 14:00:14.0
77,ATTRIBUTE,Subscriptions Current Mrr,"""subscriptions"".""Current MRR""",CURRENCY,"{""resource"":""Subscriptions"",""filter"":""Current MRR"",""vud"":""Curren MRR"",""display_name"":""Current MRR""}",2018-05-24 14:00:14.0
78,ATTRIBUTE,Subscriptions Mrr Status,"""subscriptions"".""MRR Status""",TEXT,"{""resource"":""Subscriptions"",""filter"":""MRR Status"",""vud"":""MRR Status""}",2018-05-24 14:00:14.0
79,ATTRIBUTE,Subscriptions Current Plan Id,"""subscriptions"".""Current Plan ID""",TEXT,"{""resource"":""Products""}",2018-05-24 14:00:14.0
80,ATTRIBUTE,Subscriptions Current Plan Name,"""subscriptions"".""Current Plan""",TEXT,"{""resource"":""Products"",""filter"":""Current Plan Name"",""vud"":""Current Plan""}",2018-05-24 14:00:14.0
81,ATTRIBUTE,Customers Id,"""Customers"".""ID""",TEXT,"{""resource"":""Customers"",""filter"":""ID"",""vud"":""Customer ID"",""cr_filter"":""true""}",2019-05-20 10:31:39.0
82,ATTRIBUTE,Customers First Name,"""Customers"".""First Name""",TEXT,"{""resource"":""Customers"",""filter"":""First Name"",""vud"":""First Name"",""cr_filter"":""true""}",2019-05-20 10:32:58.0
83,ATTRIBUTE,Customers Last Name,"""Customers"".""Last Name""",TEXT,"{""resource"":""Customers"",""filter"":""Last Name"",""vud"":""Last Name"",""cr_filter"":""true""}",2019-05-20 10:33:06.0
84,ATTRIBUTE,Customers Email,"""Customers"".""Email""",TEXT,"{""resource"":""Customers"",""filter"":""Email"",""vud"":""Email"",""cr_filter"":""true""}",2019-05-20 10:33:20.0
85,ATTRIBUTE,Customers Country,"""Customers"".""Country""",TEXT,"{""resource"":""Customers"",""filter"":""Country"",""vud"":""Country"",""cr_filter"":""true""}",2019-05-20 10:33:34.0
86,ATTRIBUTE,Customers Created At,"""Customers"".""Created At""",DATE,"{""resource"":""Customers"",""filter"":""Created at"",""vud"":""Customer Created at"",""cr_filter"":""true""}",2019-05-20 10:34:01.0
87,ATTRIBUTE,Customers Acquisition Channel,"""Customers"".""Acquisition Channel""",TEXT,"{""custom"":""true"",""resource"":""CUSTOMER"",""filter"":""Acquisition Channel"",""custom_field"":""acquisition_channel"",""cr_filter"":""true""}",2019-05-21 10:05:43.0
88,ATTRIBUTE,Customers Sales Agent,"""Customers"".""Sales Agent""",TEXT,"{""custom"":""true"",""resource"":""CUSTOMER"",""filter"":""Sales Agent"",""custom_field"":""sales_agent"",""display_name"":""Sales Agent (Customers)"",""cr_filter"":""true""}",2019-05-21 10:06:16.0
89,ATTRIBUTE,Customer Type,"case when ""Customers"".""Data Source ID""=13 then case when cast(""Customer Type"" as bigint)>0 then 'Enterprise' else 'Individual' end else ""Customer Type"" end",TEXT,"{""custom"":""true"",""resource"":""CUSTOMER"",""filter"":""Customer Type"",""custom_field"":""customer_type"",""cr_filter"":""true""}",2019-05-21 10:06:28.0
90,ATTRIBUTE,Customers Acquisition Cost,"""Customers"".""Acquisition Cost""",CURRENCY,"{""custom"":""true"",""resource"":""Customers""}",2019-06-20 08:42:46.0
91,ATTRIBUTE,Customers Business Type,"""Customers"".""Business Type""",TEXT,"{""custom"":""true"",""resource"":""CUSTOMER"",""filter"":""Business Type"",""custom_field"":""business_type"",""vud"":""Business Type"",""cr_filter"":""true""}",2019-05-21 10:06:42.0
92,METRIC,TOTAL MRR,SUM(MRR),CURRENCY,"{""display_name"":""Total MRR""}",2018-05-24 14:32:01.0
93,METRIC,TOTAL ARR,SUM(MRR)*12,CURRENCY,"{""display_name"":""Total ARR""}",2018-05-24 14:00:14.0
94,METRIC,TOTAL MRR IMPACT,"SUM(""MRR DIFF"")",CURRENCY,"{""display_name"":""MRR Impact""}",2018-05-24 14:30:46.0
95,METRIC,INITIAL MRR,"SUM(MRR) FILTER( MONTHYEAR(""subscriptions"".""Activated At"") = MONTHYEAR(""Subscription Date""))",CURRENCY,"{""display_name"":""Initial MRR""}",2018-05-24 14:00:14.0
96,METRIC,INITIAL SIGNUPS MRR,"SUM(MRR) FILTER( MONTHYEAR(""subscriptions"".""Created At"") = MONTHYEAR(""Subscription Date""))",CURRENCY,"{""display_name"":""Initial MRR (based on Created Date)""}",2018-05-24 14:00:14.0
97,METRIC,TOTAL ACTIVATIONS,"COUNT(""subscription status"") FILTER(""subscription status""='ACTIVE' and MONTHYEAR(""subscriptions"".""Activated At"") = MONTHYEAR(""Subscription Date""))",NUMBER,"{""display_name"":""Total Activations""}",2018-05-24 14:00:14.0
98,METRIC,LINE ITEM MRR,"SUM(""Line Item MRR"")",CURRENCY,"{""display_name"":""Line Item MRR""}",2018-05-24 14:00:14.0
99,METRIC,TOTAL QTY,"SUM(""Line Item Qty"")",NUMBER,"{""display_name"":""Total Subscription Quantity""}",2018-05-24 14:00:14.0
100,METRIC,MRR GROWTH,"GREATEST(SUM(""MRR DIFF"") FILTER(""MRR Status""='EXPANSION'),0) + GREATEST(SUM(""MRR DIFF"") FILTER(""MRR Status""='NEW'),0) - GREATEST(SUM(""MRR DIFF"") FILTER(""MRR Status""='CONTRACTION'),0)",CURRENCY,"{""display_name"":""Net MRR Growth""}",2018-05-24 14:00:14.0
101,METRIC,MRR EXPANSION,"SUM(""MRR DIFF"") FILTER(""MRR Status""='EXPANSION')",CURRENCY,"{""display_name"":""Expansion MRR""}",2018-05-24 14:00:14.0
102,METRIC,MRR CONTRACTION,"SUM(""MRR DIFF"") FILTER(""mrr status""='CONTRACTION')",CURRENCY,"{""display_name"":""Gross MRR Churn"",""REVERSE_KPI"":true}",2018-05-24 14:00:14.0
103,METRIC,SIGNUPS,"COUNT(""subscriptions"".""Created At"")",NUMBER,"{""display_name"":""Signups""}",2018-05-24 14:00:14.0
104,METRIC,ACTIVATIONS,"COUNT(""subscriptions"".""Activated At"")",NUMBER,"{""display_name"":""Activations""}",2018-05-24 14:00:14.0
105,METRIC,SIGNUPSACTIVATIONSRATIO,"COUNT(""subscriptions"".""Activated At"")/COUNT(""subscriptions"".""Created At"")",NUMBER,"{""display_name"":""Signups to Activations Ratio""}",2018-05-24 14:00:14.0
106,METRIC,CHURN RATE,"(COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID' or ""MRR SUB STATUS""='CANCEL_FROM_FREE')*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE')),0))*100",PERCENT,"{""display_name"":""Total Churn Rate"",""REVERSE_KPI"":true}",2019-02-12 11:31:16.0
107,METRIC,NEW CHURN RATE,"(COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID' or ""MRR SUB STATUS""='CANCEL_FROM_FREE')*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE')),0))*100",PERCENT,"{""display_name"":""Churn Rate""}",2018-05-24 14:00:14.0
108,METRIC,PAID CHURN RATE,"(COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID')*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE' and MRR>0)),0))*100",PERCENT,"{""display_name"":""Paid Subscription Churn Rate""}",2018-05-24 14:00:14.0
109,METRIC,AVG CHURN RATE,"((COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID' or ""MRR SUB STATUS""='CANCEL_FROM_FREE' or ""MRR SUB STATUS""='CANCEL_FROM_UNKNOWN')*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE')),0))*100 + (prev(COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID' or ""MRR SUB STATUS""='CANCEL_FROM_FREE' or ""MRR SUB STATUS""='CANCEL_FROM_UNKNOWN'),1)*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE'),2),0))*100 + (prev(COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID' or ""MRR SUB STATUS""='CANCEL_FROM_FREE' or ""MRR SUB STATUS""='CANCEL_FROM_UNKNOWN'),2)*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE'),3),0))*100)*1.0/3",DECIMAL NUMBER,"{""display_name"":""Old 3-Month Average Churn Rate""}",2018-05-24 14:00:14.0
110,METRIC,NEW AVG CHURN RATE,"((COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID' or ""MRR SUB STATUS""='CANCEL_FROM_FREE')*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE')),0))*100 + (prev(COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID' or ""MRR SUB STATUS""='CANCEL_FROM_FREE'),1)*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE'),2),0))*100 + (prev(COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID' or ""MRR SUB STATUS""='CANCEL_FROM_FREE'),2)*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE'),3),0))*100)*1.0/3",DECIMAL NUMBER,"{""display_name"":""3-Month Average Churn Rate""}",2018-05-24 14:00:14.0
111,METRIC,AVG PAID CHURN RATE,"((COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID')*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE' and MRR>0)),0))*100 + (prev(COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID'),1)*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE' and MRR>0),2),0))*100 + (prev(COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID'),2)*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE' and MRR>0),3),0))*100) *1.0/3",DECIMAL NUMBER,"{""display_name"":""3-Month Average Paid Churn Rate""}",2018-05-24 14:00:14.0
112,METRIC,PROJECTED PAID CHURN,"least(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE' and MRR>0)),ROUND(((count(""MRR SUB status"") FILTER(""MRR SUB status""='CANCEL_FROM_PAID' or ""MRR SUB STATUS""='CANCEL_FROM_UNKNOWN')*1.0)/DATE_PART('day',now()))*GREATEST(1,DATE_PART('day',(date_trunc('MONTH', now()) + INTERVAL '1 MONTH - 1 day')))))",NUMBER,"{""display_name"":""Projected Paid Churn""}",2018-05-24 14:00:14.0
113,METRIC,PROJECTED CHURN RATE,"CASE WHEN Monthyear(""Subscription Date"")=Monthyear(now()) then (least(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE' and MRR>0)),ROUND(((count(""MRR SUB status"") FILTER(""MRR SUB status""='CANCEL_FROM_PAID')*1.0)/DATE_PART('day',now()))*GREATEST(1,DATE_PART('day',(date_trunc('MONTH', now()) + INTERVAL '1 MONTH - 1 day')))))*1.0/NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE' and MRR>0)),0))*100 ELSE (COUNT(""MRR SUB STATUS"") FILTER(""MRR SUB STATUS""='CANCEL_FROM_PAID')*1.0 / NULLIF(prev(count(""Subscription Status"") FILTER(""Subscription Status""='ACTIVE' and MRR>0)),0))*100 END",PERCENT,"{""display_name"":""Projected Churn Rate""}",2018-05-24 14:00:14.0
